Áfríkà	非洲
Àmì ọ̀pá àṣẹ ilẹ̀ Kòlómbìà	哥伦比亚国徽
Àsìá ilẹ̀ Guam	关岛旗帜
Ronald George Wreyford Norrish	罗纳德·乔治·雷伊福特·诺里什
Àmì ọ̀pá àṣẹ ilẹ̀ Kìrìbátì	基里巴斯國徽
James Meade	詹姆斯·米德
Àsìá ilẹ̀ àwọn Erékùsù Pitcairn	皮特凯恩旗帜
Àmì ọ̀pá àṣẹ ilẹ̀ Jọ́rdánì	约旦国徽
Àmì ọ̀pá àṣẹ ilẹ̀ Orílẹ̀-èdè Olómìnira Àrin Áfríkà	中非共和国国徽
Àmì ọ̀pá àṣẹ ilẹ̀ Bùrkínà Fasò	布基纳法索国徽
Pópù Stephen 7k	斯德望七世
Henry Taube	亨利·陶布
Luisa Diogo	路易莎·迪奥戈
Àwọn Orílẹ̀-èdè Olómìnira Ìsọ̀kan Sófìẹ̀tì	苏联加盟共和国
Ẹ̀wádún 470	470年代
Apágúúsù Cone	南錐體
Dragon (ọkọ̀-òfurufú)	天龙号太空船
Fernando Collor de Mello	费尔南多·科洛尔·德梅洛
Àmì ọ̀pá àṣẹ ilẹ̀ Abkhazia	阿布哈兹国徽
Tunja	通哈
Ẹ̀wádún 480	480年代
Urszula Radwańska	厄蘇拉·拉德萬斯卡
Ulf von Euler	乌尔夫·冯·奥伊勒
Bernardo Houssay	贝尔纳多·奥赛
Guillaume Rufin	基雷姆·魯芬
Ẹ̀wádún 490	490年代
Edward Lawrie Tatum	爱德华·劳里·塔特姆
La Bayamesa	巴亚莫之歌
Robert Fogel	罗伯特·福格尔
John Polanyi	约翰·查尔斯·波拉尼
Edward Smith-Stanley, 14th Earl of Derby	第十四代德比伯爵愛德華·史密斯-斯坦利
George Santayana	乔治·桑塔亚那
Àmì ọ̀pá àṣẹ ilẹ̀ Benin	贝宁国徽
Àmì ọ̀pá àṣẹ ilẹ̀ Bárbádọ̀s	巴巴多斯国徽
Àmì ọ̀pá àṣẹ ilẹ̀ Gàbọ̀n	加蓬国徽
Arise, O Compatriots	起来吧，同胞们！尼日利亚人听从召唤
Chanda Rubin	嬋達·魯賓
Franki Bùrúndì	蒲隆地法郎
Magdalena Maleeva	瑪格達蓮娜·馬列娃
Meta Department	梅塔省
6154 Stevesynnott	小行星6154
William Cavendish, 4th Duke of Devonshire	第四代德文郡公爵威廉·卡文迪許
Guainía Department	瓜伊尼亚省
Floriano Peixoto	弗洛里亚诺·佩绍托
Georg von Békésy	盖欧尔格·冯·贝凯希
Àmì ọ̀pá àṣẹ ilẹ̀ Kirgistani	吉尔吉斯斯坦国徽
Paul-Henri-Benjamin d'Estournelles de Constant	保罗-亨利-邦雅曼·德斯图内勒·德康斯坦
George Wells Beadle	乔治·韦尔斯·比德尔
Adnan Menderes	阿德南·曼德列斯
Bàrbúdà	巴布達島
Àsìá ilẹ̀ Màkáù	澳門特別行政區區旗
Hymne Chérifien	摩洛哥颂
Pópù Stephen 6k	教宗斯德望六世
Rudolph A. Marcus	鲁道夫·马库斯
3219 Komaki	小行星3219
3237 Victorplatt	小行星3237
4625 Shchedrin	小行星4625
Australopithecus africanus	非洲南方古猿
Àmì ọ̀pá àṣẹ ilẹ̀ Katar	卡塔尔国徽
(6833) 1993 FC1	小行星6833
5218 Kutsak	小行星5218
3452 Hawke	小行星3452
8760 Crex	小行星8760
(5358) 1992 QH	小行星5358
Chang Kai-chen	張凱貞
Romina Oprandi	罗米纳·奥普兰迪
Ahmose-Nefertari	雅赫摩斯-纳菲尔泰丽
Ahhotep 1k	爱赫特波一世
Sandy Dennis	桑迪·丹尼斯
Janet Jagan	珍妮特·罗森堡·贾根
Pearlette Louisy	皮尔莱特·路易斯
Kiki Bertens	基基·貝爾騰斯
Octavia Butler	奥克塔维娅·E·巴特勒
Eileen Heckart	艾蓮·赫格
Irina-Camelia Begu	伊琳娜-卡梅利亞·貝古
Anne Revere	安妮·里維爾
Patricia Mayr-Achleitner	派翠西亞·麥耶·阿赫萊特訥
9062 Ohnishi	小行星9062
Mandy Minella	曼迪·米內娜
7306 Panizon	小行星7306
3781 Dufek	小行星3781
12356 Carlscheele	小行星12356
8612 Burov	小行星8612
Queen Ahmose	雅赫摩斯王后
12074 Carolinelau	小行星12074
Àwùjọ tonísáyẹ́nsì	科學界
Ponun Síríà	敘利亞鎊
Rial Yemeni	葉門里亞爾
STS-56	STS-56
500 SK	前500年
Ẹ̀wádún 500	500年代
Limp Bizkit	林普巴茲提特
5375 Siedentopf	小行星5375
Joan Rivers	瓊·瑞佛斯
3145 Walter Adams	小行星3145
12524 Conscience	小行星12524
3481 Xianglupeak	小行星3481
2110 Moore-Sitterly	小行星2110
10102 Digerhuvud	小行星10102
Pataca	澳門幣
Orhan Pamuk	奥尔汗·帕穆克
8874 Showashinzan	小行星8874
6793 Palazzolo	小行星6793
5217 Chaozhou	小行星5217
5577 Priestley	小行星5577
Ẹ̀wádún 510	510年代
5884 Dolezal	小行星5884
Emperor Ankan	安闲天皇
Àsìá ilẹ̀ Madeira	马德拉旗帜
Àmì ọ̀pá àṣẹ ilẹ̀ Lèsóthò	萊索托國徽
3840 Mimistrobell	小行星3840
Àmì ọ̀pá àṣẹ ilẹ̀ Lùsíà Mímọ́	聖盧西亞國徽
6700 Kubišová	小行星6700
Roger Guillemin	罗歇·吉耶曼
Bill Russell	比尔·拉塞尔
Ẹ̀wádún 520	520年代
Àsìá ilẹ̀ Sàmóà Amẹ́ríkà	美属萨摩亚旗帜
Paul Keating	保羅·基廷
L'Abidjanaise	阿比让之歌
Limba noastră	我们的语言
Lothair ilẹ̀ Fránsì	洛泰尔 (西法兰克国王)
Dọ́là Trínídád àti Tòbágò	特立尼达和多巴哥元
Àmì ọ̀pá àṣẹ ilẹ̀ Màláwì	马拉维国徽
Àmì ọ̀pá àṣẹ ilẹ̀ Kúbà	古巴國徽
Colón	哥斯大黎加科朗
Peso Dómíníkì	多明尼加比索
Àmì ọ̀pá àṣẹ ilẹ̀ Kuwaiti	科威特国徽
Ẹ̀wádún 530	530年代
Àmì ọ̀pá àṣẹ ilẹ̀ Siẹrra Léònè	塞拉利昂国徽
Àmì ọ̀pá àṣẹ ilẹ̀ Ìlàòrùn Timor	東帝汶國徽
Kristina Mladenovic	克里斯蒂娜·美拉德諾維奇
Àmì ọ̀pá àṣẹ ilẹ̀ El Salfador	萨尔瓦多国徽
Àmì ọ̀pá àṣẹ ilẹ̀ Panamá	巴拿马国徽
Dọ́là Làìbéríà	賴比瑞亞元
Chilperic 1k	希尔佩里克一世
Ōkuma Shigenobu	大隈重信
Yuan T. Lee	李遠哲
Douglass North	道格拉斯·诺斯
Dudley R. Herschbach	达德利·赫施巴赫
539 SK	前539年
Morogoro	莫罗戈罗
Ẹ̀wádún 540	540年代
Charibert 1k	查理伯特一世
Joseph Erlanger	約瑟夫·厄爾蘭格
George Stigler	喬治·斯蒂格勒
Howard Martin Temin	霍华德·马丁·特明
Peter Mansfield	彼得·曼斯菲尔德
Samak Sundaravej	沙马·顺达卫
Sahure	萨胡拉
Robert Cecil, 3rd Marquess of Salisbury	第三代索爾斯伯利侯爵羅伯特·蓋斯科因-塞西爾
Ẹ̀wádún 550	550年代
Pour l'Afrique et pour toi, Mali	为了非洲也为了你，马里
Àwọn ọmọ Ígbò	伊博族
Olómìnira Nagorno-Karabakh	纳戈尔诺-卡拉巴赫共和国
Ẹ̀wádún 560	560年代
Seán MacBride	肖恩·麦克布赖德
Ẹ̀wádún 570	570年代
Pete Seeger	皮特·西格
Kigoma	基戈馬
George Grenville	喬治·格倫維爾
Archibald Primrose, 5th Earl of Rosebery	第五代羅斯伯里伯爵阿奇博爾德·普里姆羅斯
Lal Bahadur Shastri	拉尔·巴哈杜尔·夏斯特里
Ẹ̀wádún 580	580年代
Henry Pelham	亨利·佩勒姆
Peso Kòlómbìà	哥伦比亚比索
Nicolás Almagro	尼古拉斯·阿爾瑪格羅
Unas	烏尼斯
Àmì ọ̀pá àṣẹ ilẹ̀ Ẹ̀kùàdọ̀r	厄瓜多尔国徽
Anorthite	钙长石
Àmì ọ̀pá àṣẹ ilẹ̀ Sao Tome àti Principe	聖多美和普林西比國徽
José Sarney	若泽·萨尔内
Charles J. Pedersen	查尔斯·佩德森
George Minot	喬治·邁諾特
Ẹ̀wádún 590	590年代
Pópù Stephen 5k	教宗斯德望五世
Marin Čilić	馬林·契利奇
6713 Coggie	小行星6713
6711 Holliman	小行星6711
6709 Hiromiyuki	小行星6709
6715 Sheldonmarks	小行星6715
6714 Montréal	小行星6714
6708 Bobbievaile	小行星6708
6723 Chrisclark	小行星6723
6009 Yuzuruyoshii	小行星6009
6717 Antal	小行星6717
6718 Beiglböck	小行星6718
5966 Tomeko	小行星5966
Benoît Paire	伯諾瓦·帕爾雷
ISO/IEC 8859-3	ISO/IEC 8859-3
5135 Nibutani	小行星5135
4557 Mika	小行星4557
5405 Neverland	小行星5405
Ìtàn ilẹ̀ Sudan	苏丹历史
(6476) 1987 VT	小行星6476
5298 Paraskevopoulos	小行星5298
Ẹ̀wádún 600	600年代
9934 Caccioppoli	小行星9934
9297 Marchuk	小行星9297
7396 Brusin	小行星7396
2111 Tselina	小行星2111
2672 Písek	小行星2672
(5680) 1989 YZ1	小行星5680
9699 Baumhauer	小行星9699
3636 Pajdušáková	小行星3636
12548 Erinriley	小行星12548
6522 Aci	小行星6522
8335 Sarton	小行星8335
6935 Morisot	小行星6935
6962 Summerscience	小行星6962
21541 Friskop	小行星21541
6155 Yokosugano	小行星6155
Uchida Kosai	内田康哉
9110 Choukai	小行星9110
5304 Bazhenov	小行星5304
6169 Sashakrot	小行星6169
Ẹ̀wádún 610	610年代
(5376) 1990 DD	小行星5376
Inder Kumar Gujral	因德尔·库马尔·古杰拉尔
9767 Midsomer Norton	小行星9767
12619 Anubelshunu	小行星12619
4904 Makio	小行星4904
Susan Hayward	蘇珊·海華
Ananda Mahidol	拉玛八世
11766 Fredseares	小行星11766
2862 Vavilov	小行星2862
8649 Juglans	小行星8649
3723 Voznesenskij	小行星3723
4755 Nicky	小行星4755
8706 Takeyama	小行星8706
3370 Kohsai	小行星3370
12072 Anupamakotha	小行星12072
8089 Yukar	小行星8089
7188 Yoshii	小行星7188
5838 Hamsun	小行星5838
Ẹ̀wádún 620	620年代
4580 Child	小行星4580
5494 Johanmohr	小行星5494
Open Austrálíà 2008 − Àwọn Obìnrin Ẹnìkan	2008年澳洲網球公開賽女子單打比賽
Kinmen	金門縣
Ẹ̀wádún 800	800年代
8990 Compassion	小行星8990
2908 Shimoyama	小行星2908
8280 Petergruber	小行星8280
3379 Oishi	小行星3379
Yasuhiro Nakasone	中曾根康弘
Álvaro Colom	阿爾瓦羅·科洛姆
(8255) 1981 EZ18	小行星8255
Ẹ̀wádún 630	630年代
8759 Porzana	小行星8759
3033 Holbaek	小行星3033
3086 Kalbaugh	小行星3086
Henry A. Wallace	亨利·阿加德·华莱士
7454 Kevinrighter	小行星7454
Orin-ìyìn Orílẹ̀-èdè Ìsọ̀kan Sófìẹ̀tì	牢不可破的联盟
Fabio Fognini	法比奧·福尼尼
3364 Zdenka	小行星3364
7504 Kawakita	小行星7504
Ẹ̀wádún 640	640年代
8941 Junsaito	小行星8941
5432 Imakiire	小行星5432
4536 Drewpinsky	小行星4536
George Rallis	乔治·拉利斯
9445 Charpentier	小行星9445
9962 Pfau	小行星9962
2520 Novorossijsk	小行星2520
6768 Mathiasbraun	小行星6768
5269 Paustovskij	小行星5269
21588 Gianelli	小行星21588
3711 Ellensburg	小行星3711
(6331) 1992 FZ1	小行星6331
6030 Zolensky	小行星6030
Máìlì	英里
Marie Dressler	瑪麗·杜絲勒
Judy Holliday	茱蒂·霍利德
Shirley Booth	秀麗·布絲
Ẹ̀wádún 650	650年代
8047 Akikinoshita	小行星8047
Loretta Young	洛麗泰·楊
FIFA	国际足球联合会
4701 Milani	小行星4701
7016 Conandoyle	小行星7016
7961 Ercolepoli	小行星7961
Aurelio Mosquera	奥雷利奥·莫斯克拉
15112 Arlenewolfe	小行星15112
Domingo Faustino Sarmiento	多明戈·福斯蒂诺·萨米恩托
8130 Seeberg	小行星8130
6209 Schwaben	小行星6209
(5746) 1991 CK	小行星5746
5683 Bifukumonin	小行星5683
2902 Westerlund	小行星2902
Ẹ̀wádún 660	660年代
17972 Ascione	小行星17972
9359 Fleringe	小行星9359
3557 Sokolsky	小行星3557
11696 Capen	小行星11696
Hana Mandlíková	哈娜·曼德利科娃
2270 Yazhi	小行星2270
3577 Putilin	小行星3577
2179 Platzeck	小行星2179
5348 Kennoguchi	小行星5348
Anita Baker	安妮塔·貝克
Ẹ̀wádún 670	670年代
7620 Willaert	小行星7620
Ponun Guernsey	根西島鎊
2282 Andrés Bello	小行星2282
(6633) 1986 TR4	小行星6633
5578 Takakura	小行星5578
5383 Leavitt	小行星5383
5987 Liviogratton	小行星5987
12239 Carolinakou	小行星12239
20313 Fredrikson	小行星20313
5768 Pittich	小行星5768
5118 Elnapoul	小行星5118
2439 Ulugbek	小行星2439
(6851) 1981 RO1	小行星6851
4593 Reipurth	小行星4593
9205 Eddywally	小行星9205
Ẹ̀wádún 690	690年代
79896 Billhaley	小行星79896
(6196) 1991 UO4	小行星6196
2792 Ponomarev	小行星2792
9859 Van Lierde	小行星9859
7527 Marples	小行星7527
ECMAScript	ECMAScript
2644 Victor Jara	小行星2644
Dọ́là Austrálíà	澳大利亚元
(5860) 1981 QE1	小行星5860
6911 Nancygreen	小行星6911
16132 Angelakim	小行星16132
6463 Isoda	小行星6463
5615 Iskander	小行星5615
8321 Akim	小行星8321
5887 Yauza	小行星5887
Àkójọ àwọn orílẹ̀-èdè àti àwọn agbègbè lóde wọn gẹ́gẹ́ bíi ìpapọ̀ ìtóbi	国家面积列表
6176 Horrigan	小行星6176
(7155) 1979 YN	小行星7155
9549 Akplatonov	小行星9549
9686 Keesom	小行星9686
8538 Gammelmaja	小行星8538
Arses ilẹ̀ Pẹ́rsíà	阿尔塞斯
3182 Shimanto	小行星3182
2979 Murmansk	小行星2979
5316 Filatov	小行星5316
6517 Buzzi	小行星6517
5541 Seimei	小行星5541
5338 Michelblanc	小行星5338
Ẹ̀wádún 700	700年代
6563 Steinheim	小行星6563
6124 Mecklenburg	小行星6124
STS-106	STS-106
(9970) 1992 ST1	小行星9970
7475 Kaizuka	小行星7475
6282 Edwelda	小行星6282
Ẹ̀wádún 70	70年代
Ẹ̀tọ́-àwòkọ	著作權
Ẹ̀wádún 710	710年代
18734 Darboux	小行星18734
(9525) 1981 EF11	小行星9525
21813 Danwinegar	小行星21813
STS-51	STS-51
(5163) 1983 TD2	小行星5163
STS-90	STS-90
(5563) 1991 VZ1	小行星5563
5970 Ohdohrikouen	小行星5970
5679 Akkado	小行星5679
5664 Eugster	小行星5664
9516 Inasan	小行星9516
(7070) 1994 YO2	小行星7070
7383 Lassovszky	小行星7383
Ẹ̀wádún 720	720年代
2837 Griboedov	小行星2837
Àmì ọ̀pá àṣẹ ilẹ̀ Gùyánà	圭亚那国徽
Ìdíje Wimbledon 2000 − Àwọn Obìnrin Ẹnìkan	2000年溫布頓網球錦標賽女子單打比賽
9860 Archaeopteryx	小行星9860
8814 Rosseven	小行星8814
Gúúsù-Ìlàòrùn Europe	东南欧
5418 Joyce	小行星5418
7720 Lepaute	小行星7720
Camille Chautemps	卡米耶·肖当
8793 Thomasmüller	小行星8793
(5356) 1991 FF1	小行星5356
6807 Brünnow	小行星6807
Ẹ̀wádún 730	730年代
7125 Eitarodate	小行星7125
9398 Bidelman	小行星9398
5132 Maynard	小行星5132
7209 Cyrus	小行星7209
(7052) 1988 VQ2	小行星7052
8582 Kazuhisa	小行星8582
4622 Solovjova	小行星4622
8816 Gamow	小行星8816
(8807) 1981 UD23	小行星8807
15695 Fedorshpig	小行星15695
9680 Molina	小行星9680
9263 Khariton	小行星9263
3617 Eicher	小行星3617
Ẹ̀wádún 740	740年代
2015 Kachuevskaya	小行星2015
(7556) 1982 FX2	小行星7556
17925 Dougweinberg	小行星17925
Egungun	骨骼
13579 Allodd	小行星13579
Ẹ̀wádún 750	750年代
7179 Gassendi	小行星7179
2824 Franke	小行星2824
Himno Nacional de Guatemala	瓜地馬拉國歌
9010 Candelo	小行星9010
7127 Stifter	小行星7127
Ẹ̀wádún 760	760年代
Franki Kòmórò	葛摩法郎
6247 Amanogawa	小行星6247
5076 Lebedev-Kumach	小行星5076
2975 Spahr	小行星2975
(6850) 1981 QT3	小行星6850
Emil Boc	埃米尔·博克
(5742) 1990 TN4	小行星5742
Ẹ̀wádún 770	770年代
3141 Buchar	小行星3141
9622 Terryjones	小行星9622
8166 Buczynski	小行星8166
9604 Bellevanzuylen	小行星9604
6462 Myougi	小行星6462
(7920) 1981 XM2	小行星7920
21520 Dianaeheart	小行星21520
7299 Indiawadkins	小行星7299
10237 Adzic	小行星10237
3213 Smolensk	小行星3213
9550 Victorblanco	小行星9550
3672 Stevedberg	小行星3672
Neferirkare Kakai	内弗尔卡拉
Shepseskare Isi	谢普塞斯卡拉
Userkaf	乌瑟卡夫
Vichada Department	比查达省
(5921) 1992 UL	小行星5921
2796 Kron	小行星2796
Ẹ̀wádún 780	780年代
Garba Lawal	加巴·拿禾
7295 Brozovic	小行星7295
8976 Leucura	小行星8976
7077 Shermanschultz	小行星7077
7525 Kiyohira	小行星7525
Hugo Banzer	乌戈·班塞尔
3788 Steyaert	小行星3788
Nyuserre Ini	紐塞拉
Merenre Nemtyemsaf 1k	奈姆蒂姆萨夫一世
Djedkare Isesi	杰德卡拉
Menkauhor Kaiu	门卡霍尔
Pepi 1k Meryre	佩皮一世
Neferefre	兰尼弗雷夫
Teti	特提
Bob Hawke	鮑勃·霍克
Carlos Coimbra da Luz	卡洛斯·科英布拉·达卢斯
Ẹ̀wádún 790	790年代
2036 Sheragul	小行星2036
Àmì ọ̀pá àṣẹ ilẹ̀ Swásílándì	斯威士兰国徽
Àmì ọ̀pá àṣẹ ilẹ̀ Mauritáníà	毛里塔尼亞國徽
Àmì ọ̀pá àṣẹ ilẹ̀ Rùwándà	盧旺達國徽
Tẹ́nìs ní Ìdíje Òlímpíkì Ìgbà Oru	夏季奧林匹克運動會網球比賽
José Evaristo Uriburu	何塞·埃瓦里斯托·乌里武鲁
Àsìá ilẹ̀ Tokelau	托克劳旗帜
Spencer Compton, 1st Earl of Wilmington	第一代維明頓伯爵斯賓塞·康普頓
Carlos Pellegrini	卡洛斯·佩列格里尼
Charles W. Fairbanks	查爾斯·W·費爾班克斯
Ponun Jersey	澤西島鎊
Sharif Ahmed	谢里夫·艾哈迈德
Fradique de Menezes	弗拉迪克·德梅内塞斯
Charles Curtis	查尔斯·柯蒂斯
Ålänningens sång	奥兰人之歌
Àmì ọ̀pá àṣẹ ilẹ̀ Mọ́rísì	毛里求斯國徽
Àmì ọ̀pá àṣẹ ilẹ̀ Orílẹ̀-èdè Olómìnira ilẹ̀ Kóngò	刚果共和国国徽
Àmì ọ̀pá àṣẹ ilẹ̀ Orílẹ̀òmìnira Dómíníkì	多明尼加共和國國徽
Àmì ọ̀pá àṣẹ ilẹ̀ Madagáskàr	马达加斯加国徽
Ponun Sudan	蘇丹鎊
Àmì ọ̀pá àṣẹ ilẹ̀ Làìbéríà	利比里亚国徽
Àmì ọ̀pá àṣẹ ilẹ̀ Sámbíà	赞比亚国徽
Ẹ̀wádún 80	80年代
Torsten Wiesel	托斯坦·威泽尔
Joseph L. Goldstein	約瑟夫·里歐納德·戈爾茨坦
Terry Crews	泰瑞·克魯斯
Ẹ̀wádún 810	810年代
Nicholas Murray Butler	尼古拉斯·默里·巴特勒
John E. Sulston	约翰·E·苏尔斯顿
Els Segadors	收割者
Alfred Hershey	阿弗雷德·赫希
Moshi	莫希
Ẹ̀wádún 820	820年代
André Frédéric Cournand	安德烈·弗雷德里克·考南德
Gerald Edelman	傑拉爾德·埃德爾曼
Pierre Messmer	皮埃尔·梅斯梅尔
Louis Barthou	路易·巴尔杜
Ẹ̀wádún 830	830年代
Norman Angell	诺曼·安吉尔
Àmì ọ̀pá àṣẹ ilẹ̀ Sìmbábúè	津巴布韦国徽
Rial Omani	阿曼里亞爾
Ẹ̀wádún 840	840年代
Marcus Garvey	馬科斯·加維
Harry Markowitz	哈利·馬可維茲
John Harsanyi	約翰·夏仙義
Arthur Lewis (aṣeọ̀rọ̀-ọkòwò)	威廉·阿瑟·刘易斯
Marcelo Ríos	马塞洛·里奥斯
Ẹ̀wádún 850	850年代
La Guajira Department	瓜希拉省
Guaviare Department	瓜维亚雷省
R. Kelly	劳·凯利
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Bàhámà	巴哈马国徽
Ry Tanindrazanay malala ô!	啊，我们亲爱的祖国
L'Aube Nouvelle	新的黎明
Leopoldo Calvo-Sotelo, 1st Marquis of la Ría de Ribadeo	萊奧波爾多·卡爾沃-索特洛
Herbert Spencer Gasser	赫伯特·斯潘塞·加塞
March On, Bahamaland	巴哈马，向前进
Joe Louis	喬·路易斯
Chris Cooper (actor)	克里斯·庫柏
James Baldwin	詹姆斯·鲍德温
John C. Breckinridge	约翰·C·布雷肯里奇
Rod Steiger	洛·史泰格
António Egas Moniz	安东尼奥·埃加斯·莫尼斯
John Carew Eccles	约翰·卡鲁·埃克尔斯
Amintore Fanfani	阿明托雷·范范尼
Paul Robeson	保罗·罗伯逊
George Whipple	喬治·惠普爾
For The Gambia Our Homeland	為岡比亞我們的家園
Herennius Etruscus	赫伦尼乌斯
Hakeem Olajuwon	哈基姆·奥拉朱旺
God Bless Our Homeland Ghana	上帝保佑我們的家園－迦納
Tancredo Neves	坦克雷多·內維斯
Rudolph ilẹ̀ Burgundy	拉乌尔 (西法兰克国王)
Roald Hoffmann	罗德·霍夫曼
Harri Holkeri	哈里·霍克里
Hannibal Hamlin	汉尼巴尔·哈姆林
Alben W. Barkley	阿尔本·W·巴克利
Ìtàn ilẹ̀ Ethiópíà	衣索比亞歷史
Ferdinand Buisson	费迪南·比松
Godfrey Hounsfield	高弗雷·豪斯费尔德
Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne	第一代紐卡斯爾公爵托馬斯·佩勒姆-霍利斯
Édouard Adolphe Casimir Joseph Mortier	爱德华·阿道夫·卡西米尔·约瑟夫·莫蒂埃
Ààrẹ ilẹ̀ Gúúsù Áfríkà	南非总统
MPEG-2	MPEG-2
William Forsyth Sharpe	威廉·福塞斯·夏普
Edward B. Lewis	愛德華·路易斯
Geoffrey Wilkinson	杰弗里·威尔金森
Àmì ọ̀pá àṣẹ ilẹ̀ Papua Guinea Titun	巴布亚新几内亚国徽
Marcus Stephen	马库斯·斯蒂芬
Édouard Herriot	赫里欧
Édouard Roger-Vasselin	愛德華·羅傑-瓦塞林
Alexandre Millerand	亚历山大·米勒兰
Élie Doté	埃利·多泰
Émile Combes	埃米尔·孔布
Dọ́là Bẹ̀lísè	貝里斯元
P. V. Narasimha Rao	纳拉辛哈·拉奥
(6787) 1991 PF15	小行星6787
(6727) 1991 TF4	小行星6727
(6788) 1991 PH15	小行星6788
(6726) 1991 PS	小行星6726
6720 Gifu	小行星6720
6722 Bunichi	小行星6722
6776 Dix	小行星6776
(5813) 1988 VL	小行星5813
Ẹ̀wádún 900	900年代
Edith Wharton	伊迪丝·华顿
Martín Torrijos	馬丁·托里霍斯
Ẹ̀wádún 90	90年代
Ẹ̀wádún 910	910年代
Robert Byrd	羅伯特·伯德
Babati	巴巴蒂
9507 Gottfried	小行星9507
3125 Hay	小行星3125
5935 Ostankino	小行星5935
2648 Owa	小行星2648
3047 Goethe	小行星3047
(5327) 1989 EX1	小行星5327
7271 Doroguntsov	小行星7271
2000 Herschel	小行星2000
6771 Foerster	小行星6771
3615 Safronov	小行星3615
Thomas Johansson	托马斯·约翰松
(5883) 1993 VM5	小行星5883
8117 Yuanlongping	小行星8117
2136 Jugta	小行星2136
3283 Skorina	小行星3283
16962 Elizawoolard	小行星16962
2345 Fučik	小行星2345
David Scott	大卫·斯科特
10960 Gran Sasso	小行星10960
2681 Ostrovskij	小行星2681
5435 Kameoka	小行星5435
8197 Mizunohiroshi	小行星8197
(5826) 1990 DB	小行星5826
6686 Hernius	小行星6686
5064 Tanchozuru	小行星5064
2261 Keeler	小行星2261
8536 Måns	小行星8536
Àsìá ilẹ̀ Adygea	阿迪格共和國國旗
13583 Bosret	小行星13583
3653 Klimishin	小行星3653
16999 Ajstewart	小行星16999
8943 Stefanozavka	小行星8943
6115 Martinduncan	小行星6115
(5728) 1988 BJ4	小行星5728
Office Open XML	Office Open XML
9055 Edvardsson	小行星9055
Geena Davis	吉娜·戴维斯
6097 Koishikawa	小行星6097
5176 Yoichi	小行星5176
Ìdíje Wimbledon 2002 − Àwọn Obìnrin Ẹnìkan	2002年溫布頓網球錦標賽女子單打比賽
